Iteration,W_dist,mu_dist,var_dist,mu_wind,var_wind,W_angle,var_wind_angle_change
1,0.0,0.9,0.1,0.3,0.01,0.0,0.01
2,0.006197198873933812,0.8122816534313313,0.12213494498434305,0.23707498097951518,0.011602008344726512,0.0749737770198418,0.010385542847141714
3,0.01509590983118896,0.880858517593359,0.12038367582968318,0.19578932344559347,0.011464918702059118,0.1429392068995364,0.010239509492192461
4,0.014021728134406271,0.8481996600667894,0.12259269317059297,0.15574691026399506,0.011435464338185654,0.14928299977036874,0.010447630595193437
5,0.015275393025753248,0.8973450946897541,0.13309959645561886,0.13878385221922743,0.011884606245837192,0.14154129279077063,0.010310434952742233
6,0.016287828983370382,0.871171632975998,0.13330073342356558,0.12559926933637125,0.012412154666640918,0.14897051451920595,0.010307173986785007
7,0.0140366227833175,0.8346648466952316,0.1296900970880663,0.12560083639267453,0.012062330349391229,0.1544706888826764,0.010394755634708184
8,0.014637364979039821,0.8416390090718682,0.14062580980673056,0.11319136319438512,0.01200989876067239,0.1511031635296203,0.010432539425081372
9,0.014879941229686194,0.8202035321284897,0.13558238833394534,0.11765028144721187,0.011978309052444874,0.13224263540902612,0.010451122859365175
10,0.012200377313346436,0.8695713812344185,0.1366885405011121,0.11548033760760457,0.011876563798785626,0.12284399011399852,0.01040341943642735
11,0.013027213846843848,0.8714764229618475,0.14117599456992264,0.10651758717707283,0.011969933793292014,0.12173727723830687,0.010408206762276216
12,0.012356833979015217,0.8535535719662608,0.14195324151563415,0.09726288453887173,0.012011949585399914,0.1290479248652202,0.010414059763625461
13,0.012901420055446427,0.8497745955822213,0.143767673573698,0.104859492758714,0.012002042709233192,0.13574576217524137,0.010420144349699099
14,0.012859321589317407,0.846344320102,0.14239334794661662,0.09852647313982016,0.011996350393416948,0.12967691281223448,0.01040631479569075
15,0.012863501731035287,0.8508558545401125,0.14306698095649925,0.10383627411821066,0.011971296760364528,0.12722902165956587,0.010394051055511382
16,0.012886207845955067,0.8538389732018161,0.14719606561826015,0.10585153448412979,0.011961422685274253,0.12656573354845527,0.010401444437993476
17,0.012589947963468151,0.8596402542668384,0.15089318764353268,0.10707228590600776,0.011967356434335517,0.1358432123867792,0.010386159353862648
18,0.012197551120196971,0.8551937249414541,0.14918163707680976,0.10684689938426636,0.01195266694451013,0.14610747222618645,0.010383617936074714
19,0.012570577068237427,0.8562658399005094,0.14453205518860698,0.1042807991292522,0.011973345126192381,0.13760537796510594,0.010385871121767788
20,0.012476660340223048,0.8584732293802455,0.14396311243799376,0.10705783751480469,0.011970369993630214,0.14200969186635137,0.010381168867693538
21,0.01241355013454354,0.8581334942009011,0.1457029393963044,0.10568943233204486,0.011990016725331308,0.15088482787967789,0.010388986844967047
22,0.012774520409989772,0.8573627292030654,0.14401015724086444,0.10400947966502982,0.011970019854354351,0.1501332335096757,0.010396704472748274
23,0.01264046567591819,0.8571100408613159,0.1478724895240966,0.10163162780677444,0.011962426416586002,0.15083964749186418,0.010394026655660409
24,0.012739544294101688,0.8570653703404606,0.149568724237523,0.10212506766743742,0.011960145924123169,0.14999079758134998,0.010393604138904479
25,0.012730921584288152,0.8565772052435106,0.14940656425243948,0.1041760702034436,0.011959508425108041,0.15378326786840238,0.010390644541818247
26,0.013112114405246745,0.8565292969709151,0.15015346078071198,0.10541177693473502,0.011959255813456594,0.1534499459378179,0.010393550201531517
27,0.0130351873019973,0.8567066566164542,0.15062457567161136,0.10376507092827113,0.011964149660329987,0.1530450875127528,0.010393140100058972
28,0.013075257894194496,0.8563760078516939,0.15040927041790214,0.10356199578061037,0.011964789154834142,0.15187580148955135,0.010390093071965485
29,0.013343872003647287,0.856034549772055,0.15051383789491662,0.10422740730278642,0.011964952608928825,0.15009697994676863,0.010387489913184658
30,0.013292133013337915,0.8561936967031638,0.15061916457239313,0.10379962966914244,0.01196603736722928,0.15114496050861695,0.010388543865677306
31,0.013268127911560016,0.8561568278349528,0.15076740431751784,0.10331497134227012,0.011965584667169286,0.15167177957299918,0.010390642019213157
32,0.013361159192782818,0.8559397558255902,0.15059133733044217,0.10313190335506758,0.011965361576276451,0.1508450320647658,0.010390529677614968
33,0.01325696083898777,0.8559176016301995,0.15116523195379028,0.10287802958121069,0.011964976121453513,0.1499741065111626,0.010388406070012894
34,0.01327725559102487,0.8558397119312395,0.15105354967436643,0.10373053252337423,0.011964285213369879,0.1504200491353222,0.010387500673746292
35,0.013269681556618106,0.8559286234852764,0.15122092747350147,0.10327021066337021,0.011965343109298145,0.14978153052965998,0.010386152553903596
36,0.013297707069411562,0.8560301494479636,0.15116106895733356,0.10320057689077686,0.011965200622820572,0.14919912648123385,0.010388374081014427
37,0.013268130754337493,0.8560589316804912,0.15122315360786948,0.10315205881439028,0.011965961939612193,0.14952945315155886,0.010391137527014989
38,0.013240911667352435,0.8560471753733923,0.15124800470063327,0.10321970293744248,0.011966020963150234,0.14984159819151976,0.01038975707904357
39,0.013234198408388062,0.855986646898456,0.15115667245754535,0.10319240585218817,0.011965366200356873,0.14952784598863766,0.010393381285323782
40,0.013222417717237185,0.8559713989988718,0.15118179313623292,0.10315794469214856,0.01196592104463505,0.15030594451251264,0.010393975787268112
41,0.013231110480520161,0.8559152978347634,0.15114683380261057,0.10319303154186038,0.011965260980630558,0.1522737091336146,0.010394254528233445
42,0.013254867685727388,0.8559112175618107,0.15091791579447297,0.10317405889984453,0.011965814657981135,0.15233645449131453,0.010393371376017028
43,0.0132551225662422,0.8559254906154596,0.15084784864093498,0.10312826827477452,0.011966138527529577,0.15136844742421512,0.010393435049188923
44,0.013243720538724222,0.8559873704319593,0.1509121973543501,0.10315868577023787,0.011966887666437788,0.15111586432094637,0.010393344041587378
45,0.013247792807590706,0.8559973086197116,0.15108621097156555,0.10314910750713643,0.011967312080028242,0.15139524848358252,0.010392877312852232
46,0.013249574090596801,0.8559964597079195,0.15113654984722194,0.10316910238534563,0.011967086176421931,0.15133638608679617,0.010392864970353756
